primary_key,hotel_id,hotel_name,tripadvisor_id,review_text,rating,published_date
205,42,Island Shangri-La,302130.0,"This review is a little belated but we were thrilled with our stay at the luxurious Island Shangri-La hotel in late September and have been telling our friends and family about it ever since. Our trip to Hong Kong was to celebrate our 15th Wedding Anniversary and my wife’s birthday and we cannot thank the staff and management enough for the upgrade to a newly renovated Peak room, surprise decorations in the room, the champagne, chocolates and daily treats plus the delicious birthday cake. Melanie and the team from the horizon lounge, reception, concierge team, Claude and the porters, Cafe TOO restaurant, housekeeping and especially the superstar guest relations team of Kaysie and Celina were exceptional with their customer service and the VIP attention we received during our weeklong stay. We highly recommend this hotel and plan to return on our next stay. Thank you again, from Andy & Athena.",5,2024-11-01T02:01:28Z
206,43,Four Seasons Prague,275507.0,"The Four Seasons was a beautiful place to stay for one night in Prague. It is so close to everything you would want to see but it is tucked away on the river. It was very quiet at night, the room was made up beautifully, and service was all around great. Breakfast was good.",5,2024-11-12T05:04:21Z
207,43,Four Seasons Prague,275507.0,"While we haven’t stayed at a Four Seasons before, we often stay at luxury hotels on vacation - and this held its own on all counts. (NB: we did not eat in the hotel other than breakfast, nor use the spa/gym). My husband and I stayed for 3 nights.

We booked through Virtuoso, and did receive an upgrade at check-in. Room 405 did not have a view (if we craned our necks, we could see the river), but was a super nice room with two comfy armchairs, a desk, and a very comfortable bed. Some of the pros to us:
- very spacious room with plenty of drawers, countertops, etc. to keep things on
- Housekeeping attention to detail - for example, we liked the Velcro strap they put around our charging cables. And the small gift the first night (facial products) was nice, as was the box of chocolate nuts at check-in.
- So many hotels today require an advanced electrical engineering degree just to get all the lights on and off. This room had one switch, available from the door or next to the bed. Hurrah! There were also some floor and table lamps, each of which had clear and easy to use switches (and worked!). And no nonsense about having to put your keycard in something for the lights to work.
- Similarly, many hotel showers start with burning or freezing you. This one actually had the same simple Hans Grohe controls we have in our own shower at home, so quite familiar to us and it was very straightforward.
- Breakfast buffet was nicely a bit different than what you see at every hotel everywhere, and all the food was quite good. Service slightly spotty - we had to ask three times the first day for my husband’s cappuccino… but then the third morning, the waitress greeted us and immediately said “water, juice, and one cappuccino?”, which was nice.
- There were two different concierges on duty during our stay. They were both helpful with restaurant suggestions and navigation assistance, which was all we required of them. They were very friendly and seemed knowledgeable.
- Fantastic location - really couldn’t be better if you’re planning to see Old Town, Lesser Town, and New Town. Right in the middle so everything was easy to get to.

Cons:
- Not really any! Only one would be the ridiculous amount they wanted to charge for an airport pick-up. Yes, it would have been in a Mercedes-Benz S-class…but that wasn’t worth the €250 they were asking. We booked with a private airport transportation company for €35 instead, and were very happy with it.",5,2024-10-30T20:25:02Z
208,43,Four Seasons Prague,275507.0,"Absolutely flawless service. Beautiful hotel with amazing staff. Cotto crudo was 10/10. Amenities, gym etc terrific. Ivan and Petr saved the day for us when our transfer to Budapest did not show up. Thank you FS Prague for an amazing trip. We will be back!",5,2024-10-12T03:23:51Z
209,43,Four Seasons Prague,275507.0,"The best hotel experience I've had for some time; the best staff and service, the most comfortable bed, beautiful interiors, very grand but not stand offish, the whole stay felt very friendly and personal in the most luxurious setting.  Thank you Four Seasons Prague!!!",5,2024-10-05T06:09:43Z
210,43,Four Seasons Prague,275507.0,"I stayed here in 2018 and loved it at the time, but sadly the hotel is now so much worse than it used to be. My room this time around (703), was super dreary and badly in need of some renovation. Also had a very disappointing room service and a bland breakfast. It's no longer worth the price, I'll plan to stay elsewhere on future visits to Prague.",3,2024-09-24T10:54:35Z
211,44,"Hotel De Russie, A Rocco Forte Hotel",232851.0,"The location is perfect, the food is so delicious and will definitely come back. The warm welcome from the time of check in to the check out is so smooth. This is a luxury 5 star hotel and i would recommend this for anyone who is looking for something luxurious",5,2024-11-13T03:02:37Z
212,44,"Hotel De Russie, A Rocco Forte Hotel",232851.0,The food but most of all the team and service were beyond what is expected. I will be back with both business and family. This is a 10 out of 10. Highly recommended. The food itself was 9 put of 10 with only my Nonna’s kitchen being better. I want to say Mille Grazie to the all the staff!!!,5,2024-11-12T17:44:16Z
213,44,"Hotel De Russie, A Rocco Forte Hotel",232851.0,Unbelievable service and attention to detail. Restaurant manager (breakfast time) was amazingly comforting and remembered our order after the first day. Breakfast includes amazing spread with option to order a la carte. Try the pecorino scrambled eggs - AMAZING!,5,2024-11-09T04:23:36Z
214,44,"Hotel De Russie, A Rocco Forte Hotel",232851.0,"Truly an exceptional experience. The hotel location is unbeatable, the rooms are spacious and lovely, the breakfast (and FABULOUS HOST) is the perfect way to start the day. The front desk are very helpful planning tours etc. This was a bucket list stay… and it was perfect.",5,2024-11-09T01:19:53Z
215,44,"Hotel De Russie, A Rocco Forte Hotel",232851.0,"This was a wonderful hotel. The staff was incredibly accommodating, the location was very good, our room was beautiful. The garden bar is a wonderful place to relax after a day of sightseeing. Mario and his team at breakfast were amazing. The perfect way to start the day.",5,2024-10-29T13:42:04Z
